Position,Location,Gender,Education,Experience (Years),Salary
UI Angular,Kolkata,Male,BCA,27,1276137
Data Engineer,Hyderabad,Male,B.Sc,20,1309608
Golang Developer,Bengaluru,Male,B.Tech/B.E.,15,2238430
SAS,Bengaluru,Female,B.Sc,8,1131540
Golang Developer,Hyderabad,Female,B.Com,17,2102047
Maths Teacher,Bengaluru,Female,B.Tech/B.E.,19,1846531
IOS,Noida,Female,B.Tech/B.E.,25,2167876
Salesforce Developer,Noida,Male,B.A,13,2485375
Data Engineer GCP,Hyderabad,Female,B.Sc,13,1011435
Data Engineer GCP,Mumbai,Female,BCA,8,2490043
Ab Initio Developer,New Delhi,Female,B.Com,27,2341694
Maths Teacher,Mumbai,Male,B.Tech/B.E.,28,1640174
Verilog,Gurugram,Female,B.Com,23,935368
,Pune,Male,Diploma,23,2420933
"Distributed sup eng, Infrastructure Lead",Mumbai,Male,BCA,27,891343
Data Engineer,New Delhi,Female,B.Tech/B.E.,10,598933
C++,Hyderabad,Male,B.A,10,978475
Mainframe Support,New Delhi,Female,B.A,15,790432
Oracle PLSQL,Gurugram,Male,B.A,24,979646
"Distributed sup eng, Infrastructure Lead",Kanpur,Male,B.Tech/B.E.,26,2023491
Maths Teacher,Noida,Male,BCA,7,1201643
Salesfoce Developer,New Delhi,Male,B.Sc,5,2033676
Salesforce Developer,Dehradun,Male,B.Tech/B.E.,6,568656
Big Query,New Delhi,Female,BCA,7,511632
Data Engineer GCP,New Delhi,Male,B.Com,23,1546381
C++,Pune,Female,B.Com,22,966325
Ab Initio Developer,Noida,Female,B.Tech/B.E.,22,1154951
Python fullstack,Bengaluru,Male,B.Tech/B.E.,20,601275
AWS,New Delhi,Male,B.Com,13,1453437
Ab Initio Developer,Pune,Female,B.B.A/ B.M.S,9,665306
Senior Identity Engineer,Hyderabad,Male,BCA,16,788742
Maths Teacher,Pune,Male,B.Tech/B.E.,6,1129097
C++,New Delhi,Female,BCA,8,2116071
"Distributed sup eng, Infrastructure Lead",New Delhi,Female,B.B.A/ B.M.S,13,2342750
Cisco Networking,Kolkata,Female,B.Tech/B.E.,9,1681247
Cyber Security,Pune,Female,B.Tech/B.E.,14,1140093
Mainframe Support,Nagpur,Male,B.Com,6,891252
Cloud Security,Bengaluru,Male,B.Sc,13,2275801
"Distributed sup eng, Infrastructure Lead",Lucknow,Male,B.Com,16,1117506
C++,Pune,Female,B.Com,18,1231252
Big Data with GCP,Faridabad,Male,B.Tech/B.E.,17,1617498
Ab initio,New Delhi,Female,BCA,27,1267963
Salesfoce Developer,Pune,Male,B.Tech/B.E.,5,545824
Database Administrator,New Delhi,Male,B.Tech/B.E.,12,1140706
Mainframe Support,Bengaluru,Male,B.Tech/B.E.,17,2214908
SAP ATTP,Dehradun,Male,B.Com,10,1001925
Cyber Security,New Delhi,Male,B.Tech/B.E.,11,920366
IOS Developer,New Delhi,Male,B.Tech/B.E.,25,1266125
Mainframe Nasco,Chennai,Female,B.Com,16,2445970
Ab intio,New Delhi,Female,B.Com,13,1626079
Mainframe Support,Bengaluru,Female,B.Tech/B.E.,21,783638
Mainframe Nasco,Jalgaon,Female,BCA,28,1813088
Product Operations L2- SAAS,Bengaluru,Male,B.Tech/B.E.,10,2456194
BMC Control,Pune,Female,B.B.A/ B.M.S,16,829000
Cyber Security,Pune,Male,B.Com,25,1480034
Ab intio,Mumbai,Female,B.Sc,16,1550088
AML Triage Analyst,Ghaziabad,Male,B.Tech/B.E.,12,2041136
Salesfoce Developer,New Delhi,Male,BCA,9,1890016
Mainframe Support,Bengaluru,Male,NA,7,579351
Database Administrator,Pune,Female,B.Tech/B.E.,17,667491
Liferay,Chennai,Male,B.B.A/ B.M.S,27,1087184
Liferay,Gurugram,Male,B.Tech/B.E.,6,1222639
API Connect,Hyderabad,Female,B.Tech/B.E.,24,871746
IBM API,Pune,Male,B.Sc,7,832819
Data Engineer GCP,Pune,Male,BCA,22,2233202
,vishakapatnam - Andhra Pradesh,Male,B.A,12,541049
Liferay,Chennai,Male,B.Tech/B.E.,14,865304
Salesforce architect,Chennai,Female,B.Sc,7,1078847
Salesfoce Developer,Chennai,Male,B.Tech/B.E.,27,1273625
Salesfoce Developer,Bengaluru,Male,B.Tech/B.E.,24,2368018
Salesfoce Developer,Pune,Male,BCA,14,1315505
Salesfoce Developer,Pune,Male,B.Sc,7,848045
Salesfoce Developer,Mumbai,Male,B.Tech/B.E.,22,1648354
Salesfoce Developer,Pune,Female,BCA,12,1374541
Salesfoce Developer,Mumbai,Male,NA,9,1765980
Liferay,New Delhi,Male,B.Tech/B.E.,19,815821
IBM API Connect,Noida,Female,B.Com,28,1304618
Salesfoce Developer,Ahemdabad - Gujarat,Male,B.Tech/B.E.,6,2220932
Salesforce architect,Noida,Female,B.Tech/B.E.,13,1530459
IBM API Connect,Noida,Male,B.Com,25,1706836
Liferay,Patna,Male,B.Sc,18,786346
Mainframe Support,Bengaluru,Male,B.Sc,22,2266581
Liferay,Lucknow,Female,B.Tech/B.E.,28,1760952
Salesforce Consultant,Mumbai,Male,Diploma,13,2151825
Cyber Security,Noida,Female,BCA,21,774434
AML Triage Analyst,Ghaziabad,Female,B.Tech/B.E.,8,1505688
AWS Cloud Engineer,Pune,Female,BCA,15,2223507
Nomad Developer,Navi Mumbai,Male,BCA,25,1667539
DI Eclipse Architect,Noida,Female,B.Tech/B.E.,7,853342
Production Support,Pune,Male,B.Sc,28,540198
Nomad Developer,Nagpur,Male,B.Sc,14,2366812
Salesforce architect,Hyderabad,Female,Diploma,17,1951104
Computer Vision,Noida,Male,B.Tech/B.E.,21,2180381
C++,Chennai,Male,B.B.A/ B.M.S,25,1663898
IBM API Connect,New Delhi,Male,B.Sc,8,621861
Senior WordPress Expert and Full Stack Developer,Visakhapatnam,Male,B.Tech/B.E.,22,1944845
Nomad Developer,Bengaluru,Male,B.A,7,1410576
Salesforce architect,Bengaluru,Male,B.Com,27,922700
UI/UX Designer+Figma,Hyderabad,Female,B.Tech/B.E.,15,2402895
Scrum master,Noida,Female,B.Tech/B.E.,19,1973006
Cyber Security,Gurugram,Female,B.Sc,6,731083
Salesforce architect,"Fazilka , Punjab - Punjab",Male,B.A,28,1617368
Salesforce,Coimbatore,Male,B.Sc,7,1293698
Salesforce,Indore,Female,BCA,25,1088889
"DI Eclipse Architect, Senior Product Architect",Hyderabad,Male,B.Tech/B.E.,16,1667284
Cyber Security,Noida,Female,B.Tech/B.E.,5,1384699
Nomad Developer,"Cuttack, Odisha - Odisha",Female,B.Tech/B.E.,24,792551
"Security Engineer-ISAM, Senior Technical Lead",New Delhi,Female,B.Sc,9,1205516
UI/UX Designer+Figma,Hyderabad,Male,B.Tech/B.E.,28,2002798
Workday Techno Functional,Kanpur,Female,B.Com,6,1082934
Cyber Security,Navi Mumbai,Male,BCA,27,911708
Sr. Technical Lead – Azure Cloud & DevOps,Bhubaneswar,Male,B.Sc,16,1400830
Legal Operations,New Delhi,Male,B.Sc,21,2158654
"Principal Software Engineer, BNY Mellon London",Pune,Male,B.Tech/B.E.,22,1668021
Database Administrator,Chennai,Male,B.Tech/B.E.,23,2098302
Mainframe,Ayodhya - Uttar Pradesh,Female,B.Com,18,1789196
"Application Support- Oracle,SQL",Hyderabad,Male,B.Tech/B.E.,7,2233848
Integration Engineer,Hubli,Female,BCA,6,1030361
Maths Teacher,Gurugram,Male,B.Tech/B.E.,23,1497399
PHP Developer,Mumbai,Male,B.A,23,1928294
SF NetZero Developer,Bengaluru,Female,NA,5,1247277
UI/UX Designer+Figma,Patna,Female,Diploma,9,827038
Oracle Fusion EBS,Pune,Female,B.Tech/B.E.,11,1835412
Python Fullstack Engineer,Pune,Male,B.Com,5,1848415
Linux Administrator,Hyderabad,Female,B.Com,23,1982643
Enterprise Architect,Nagaur,Male,B.A,19,2481789
"Java, Python, NodeJS, ESQL, C and C++",New Delhi,Male,B.Com,5,783001
UI Developer,Lucknow,Female,B.A,12,1592404
UI/UX Designer+Figma,Noida,Female,B.Tech/B.E.,5,938069
Azure Data,Chennai,Male,B.Com,5,1236312
Linux OS &amp; Server configuration &amp; management,New Delhi,Male,B.Tech/B.E.,12,1539465
Azure Data,Kaithal,Female,B.Tech/B.E.,10,901516
PHP Developer,Bengaluru,Female,B.Sc,6,2314546
Oracle Fusion EBS,New Delhi,Female,B.Tech/B.E.,26,1853829
"DI Eclipse Architect, Solution Architect",Hyderabad,Male,Diploma,7,1421635
Sap ATTP,New Delhi,Female,BCA,8,559201
Test Engineer,Mumbai Suburban,Female,B.Tech/B.E.,21,1453543
UI/UX Designer+Figma,Hyderabad,Male,B.Tech/B.E.,9,2298306
Mainframe,New Delhi,Female,B.Tech/B.E.,28,1967957
Selenium Python,Kolkata,Male,B.Com,12,2426437
(JAVA/J2EE).,Bengaluru,Female,B.A,17,819915
Data Engineer,Noida,Male,B.Com,20,1607644
UI Developer,Noida,Female,B.Com,28,678907
Test Engineer,Coimbatore,Male,B.B.A/ B.M.S,24,660886
Azure virtual,Mumbai,Male,B.A,5,1355043
"Cyber Security, IT Security Architect",Gurugram,Female,BCA,8,505850
NDP Design Chassis,Noida,Female,B.A,16,1523058
UI/UI/UX Designer,Ghaziabad,Male,B.Tech/B.E.,7,1320873
UI/UX Designer+Figma,Bhatkal,Female,B.Tech/B.E.,11,1832815
"Risk and portfolio, Vice President - Revenue Analytics & Strategy",Noida,Female,B.A,16,1220906
Production Support,Chennai,Female,B.B.A/ B.M.S,13,973826
"Credit risk strategy and fraud
analytics",Noida,Male,Diploma,21,1432062
MS Dynamics 365,Pune,Male,B.Tech/B.E.,18,1446602
Cyber Security,Prayagraj,Male,B.Tech/B.E.,26,2150503
API Connect,Bengaluru,Male,B.Tech/B.E.,23,1733738
DI Eclipse Architect,Gurugram,Male,B.Tech/B.E.,16,1969649
UI/UX Designer,New Delhi,Male,B.A,19,2040864
,Gurugram,Female,B.Tech/B.E.,19,957190
"Functional Testing, Performance Testing, Security
Testing and API Testing.",Hyderabad,Female,NA,11,790182
Mainframe Support,Pune,Male,B.Tech/B.E.,6,1059635
Production Support,New Delhi,Female,B.Com,26,2196916
Selenium Python,Noida,Male,B.Sc,19,727552
PHP Developer,Not Mentioned,Male,Diploma,26,2213511
UI Developer,Kochi,Male,B.Com,8,1403856
UI/UX Designer + Figma,Chandigarh,Male,B.Sc,22,2069192
aPI Connect,Chennai,Male,Diploma,28,2341136
Golang,Noida,Female,B.Tech/B.E.,22,2117777
Risk and Portfolio,Gurugram,Male,B.Tech/B.E.,18,1499488
Database administraor,Amritsar,Male,Diploma,25,2264048
Test Engineer,Jalgaon,Male,B.Tech/B.E.,9,661197
"DI Eclipse Architect, Architect Engineering Manager,",Kolhapur,Female,B.A,9,998775
PHP Developer,Ranchi,Male,B.Sc,11,1080513
Cyber Security,Bengaluru,Male,B.Tech/B.E.,28,2228331
Cyber Security,Warangal,Female,B.Tech/B.E.,24,1690608
Devops architect,Pune,Male,Diploma,19,1018431
UI Developers,Hyderabad,Male,B.Tech/B.E.,18,1182535
IBM Datapower,Gurugram,Male,B.Tech/B.E.,24,1670559
Data engineer-GCP,Bengaluru,Female,B.A,23,1135898
c++,Noida,Male,BCA,19,2318338
,Gurugram,Male,B.Com,5,1885497
Cyber Security,Lucknow,Female,B.B.A/ B.M.S,25,2486222
Salesforce,Faridabad,Male,B.Tech/B.E.,21,904150
"DI Eclipse Architect, Platform Architect,",Guwahati,Male,B.Com,14,609567
Selenium Python,Kanpur,Male,B.Tech/B.E.,23,1546506
Cyber Security,Bengaluru,Female,B.A,10,930627
GCP Admin,Noida,Female,B.Sc,5,1120739
UI Developers,Diva - Maharashtra,Male,B.Tech/B.E.,23,945845
UI/UX Designer+Fixma,Gurugram,Male,B.Sc,26,1301004
Risk and Portfolio,New Delhi,NA,B.Com,9,740861
Salesforce,Kolkata,Female,B.Sc,9,2200589
PHP Developer,Visakhapatnam,Female,Not Pursuing Graduation,14,1298507
Risk and portfolio,Kolkata,Male,B.Tech/B.E.,20,1437586
Risk and portfolio,New Delhi,Female,B.Tech/B.E.,28,1215903
Risk and portfolio,Bengaluru,Male,B.Tech/B.E.,15,2454510
Risk and portfolio,Noida,Female,B.Sc,18,2064428
Risk and portfolio,New Delhi,Female,B.Tech/B.E.,27,1646395
Data Engineer,New Delhi,Male,BJMC,7,1383998
Data Engineer,Kolkata,Male,B.A,19,552283
Data Engineer,Pune,Male,B.Tech/B.E.,6,2164614
Data Engineer,Kolkata,Male,course on computer concepts,23,1589306
Data Engineer,New Delhi,Male,BCA,7,998968
Data Engineer,New Delhi,Female,B.Des.,23,1700552
Data Engineer,New Delhi,Male,B.A,25,626007
Data Engineer,New Delhi,Male,B.Com,14,583668
Data Engineer,Pune,Male,B.Com,26,1583942
Data Engineer,Noida,Male,BCA,10,1667492
Data Engineer,Kolkata,Male,B.Tech/B.E.,9,1332783
Data Engineer,Jaipur,Male,B.Tech/B.E.,27,2121294
Data Engineer,Kolkata,Female,B.Tech/B.E.,15,1724814
Data Engineer,Indore,Male,B.Tech/B.E.,23,1271486
Data Engineer,Bengaluru,Female,B.Tech/B.E.,26,1878086
Mainframe Support,Hyderabad,Female,B.Tech/B.E.,27,2266394
Selenium Python,Mumbai,Male,NA,5,1540242
java Architect,Noida,Male,B.A,15,1675722
Salesforce,Bilaspur,Female,B.Tech/B.E.,6,940804
C++,New Delhi,Female,B.Tech/B.E.,24,1462454
"DI Eclipse Architect, Assistant Vice President",Pune,Male,B.Tech/B.E.,20,1917027
Cyber Security,New Delhi,Male,B.Tech/B.E.,9,1120459
IBM DATA POWER,Noida,Female,B.Tech/B.E.,23,1817613
Performance Testing,Pune,NA,BCA,25,571297
Catia BIW,Hyderabad,Male,B.Sc,24,957797
NDP Design Chassis,"Mumbai, Maharashtra, pune - Maharashtra",Male,B.Sc,28,2247731
Catia BIW,Kolkata,Female,B.Tech/B.E.,10,694563
C++,Navi Mumbai,Female,B.Tech/B.E.,13,1055910
UI/UI/UX Designer,New Delhi,Male,B.Sc,19,1950270
Performance Architect,Guwahati,Male,B.Com,5,2089540
Mainframe lead,Bengaluru,Male,B.Tech/B.E.,11,1365695
PHP Developer,Bengaluru,Male,B.Tech/B.E.,24,2440802
Risk and portfolio,Chennai,Female,B.A,16,2445425
Linux Administrator,New Delhi,NA,B.Tech/B.E.,25,1698257
C++,Bengaluru,Female,B.Tech/B.E.,8,2327135
Linux Administrator,Gurugram,Male,B.Tech/B.E.,24,1918934
Database Administra,New Delhi,Female,B.Tech/B.E.,21,640205
Risk and portfolio,Kolkata,Male,B.A,28,1925033
Senior Architect,Pune,Female,B.Tech/B.E.,12,602021
Data Engineer Spark,New Delhi,Male,B.A,24,2236084
Performance testing,New Delhi,Female,BCA,6,1915809
C++,New Delhi,Male,B.Com,11,1026297
Python Fullstack Enginee,Nagpur,Female,B.Tech/B.E.,16,2467973
Python Fullstack Enginee,Noida,Female,B.Sc,15,1105444
Python Fullstack Enginee,Mumbai,Female,B.Tech/B.E.,15,2025067
Python Fullstack Enginee,New Delhi,Male,B.A,24,760800
Python Fullstack Enginee,Tiruchirapalli,Female,B.Tech/B.E.,19,1690209
Python Fullstack Enginee,Mumbai,Female,B.Tech/B.E.,11,2056160
Python with Technical Writer,New Delhi,Female,B.Com,19,657309
Python with Technical Writer,Pune,Female,B.Sc,21,2344205
Python Backend Developer(Pro),Bengaluru,Female,B.Com,21,1362144
Python Backend Developer(Pro),Pune,Male,B.Tech/B.E.,16,1477504
Python Backend Developer(Pro),Pune,Female,BCA,10,887179
Python Backend Developer(Pro),Hyderabad,Female,B.Sc,15,1799364
Product Manager,"Mumbai, Maharashtra, pune - Maharashtra",Male,BCA,14,508853
Oracle EBS Analyst,Kolkata,Male,B.Sc,12,988882
Oracle EBS Analyst,Navi Mumbai,Female,B.Tech/B.E.,25,2101242
Data Engineer,New Delhi,Male,B.Sc,27,768083
Oracle Fusion EBS,Guwahati,Male,B.Tech/B.E.,13,774414
Sr Servicenow Developer,Bengaluru,Male,BCA,25,732803
Oracle Fusion EBS,Bengaluru,Male,BCA,11,539041
Oracle Fusion EBS,Chennai,Male,B.PHARMACY,15,2077725
Oracle Fusion EBS,New Delhi,Male,B.Sc,6,1064876
Lead Data Engineer,Bengaluru,Male,B.Tech/B.E.,22,866979
Oracle Fusion EBS,Gurugram,Male,B.Tech/B.E.,13,881486
Product Manager,New Delhi,Male,Diploma,20,1215622
Salesforce Lead,Kolkata,Male,B.A,16,2051059
Salesforce,Pune,Male,B.Sc,8,1199944
Oracle Fusion EBS,New Delhi,Male,B.Pharma,11,2314053
Liferay Lead,New Delhi,Male,B.Sc,27,1344492
Catia BIW,New Delhi,Male,B.Sc,11,1179201
Selenium Python,Nagpur,Male,BCA,24,525921
C++ Lead,Noida,Female,B.B.A/ B.M.S,7,2335134
Selenium Python,Mumbai,Male,BBM,16,1034159
Liferay Lead,New Delhi,Male,B.Tech/B.E.,27,700289
Product Manager,Tiruchirapalli,Male,NA,19,1423989
Verilog,Mumbai,Female,BCA,20,2396943
Salesforce Technical Lead,New Delhi,Male,B.Sc,23,621281
Verilog,Pune,Female,Diploma,15,697094
Java with Flowable,Bengaluru,Female,BCA,5,2165978
"Global Technical Lead(C++,Linux)",Pune,Female,B.Tech/B.E.,25,1697558
Salesforce,Pune,Male,B.A,27,1866711
C++ Lead,Noida,Female,B.Tech/B.E.,15,972754
Maths Teacher,Bengaluru,Male,B.Tech/B.E.,12,2153497
PHP Developer,Noida,Male,B.Tech/B.E.,22,2419501
Python Fullstack Developer,Dindigul,Female,B.Tech/B.E.,17,2299164
Product Manager,Noida,Male,B.Tech/B.E.,22,2154487
UI/UI/UX Designer,"Mumbai, Maharashtra - Maharashtra",Female,B.Tech/B.E.,13,1835062
Salesforce,Bengaluru,Female,B.Tech/B.E.,21,2239497
Verilog,Siliguri,Male,B.Tech/B.E.,24,1048250
C++ Lead,Kolkata,Female,B.Sc,11,1930077
Verilog,Hyderabad,Male,B.Sc,13,673033
Lead Data Engineer,Bengaluru,Male,B.Sc,8,2405617
PHP Developer,Mumbai,Male,B.A,6,1667708
Verilog,New Delhi,Male,B.Com,20,2187525
PHP Developer,New Delhi,Male,B.Com,18,1176167
Verilog,New Delhi,Male,B.Com,22,670027
Verilog,Noida,Female,B.Sc,19,630291
Selenium/Python,Hyderabad,Male,B.Com,19,1086893
Selenium/Python,Gurugram,Female,B.Tech/B.E.,16,934070
Selenium/Python,"Noida, Delhi - Uttar Pradesh",Male,B.Tech/B.E.,19,598389
Maths Teacher,Bengaluru,Male,B.Tech/B.E.,21,2086950
Verilog,Pune,Male,B.Com,5,2057428
Verilog,Mumbai,Female,B.B.A/ B.M.S,19,684220
Salesforce,Bengaluru,Male,B.Sc,13,1758673
Verilog,Noida,Female,B.Tech/B.E.,25,1715837
Data Engineer,Noida,Male,Diploma,15,1739362
Maths Teacher,Noida,Female,B.B.A/ B.M.S,26,2126651
Python Fullstack Developer,Pune,Male,BCA,26,1407672
Data Engineer,Noida,Male,B.Sc,13,1353672
Salesforce,New Delhi,Male,B.Tech/B.E.,19,521938
Data Engineer,Navi Mumbai and pune - Maharashtra,Male,B.Com,27,1591522
c++,Bengaluru,Male,B.Tech/B.E.,28,1091487
RPA Developer,Lucknow,Female,B.Com,23,1686109
c++,Ahmedabad,Male,Mtech,28,2239942
C++,Noida,Male,B.A,27,1844095
Salesforce,Bengaluru,Female,B.Tech/B.E.,17,1010637
C++ Lead,New Delhi,Male,B.Sc,14,2260331
"Java with Flowable, Senior Software Engineer",Chennai,Female,B.Tech/B.E.,16,571462
Data Engineer,Jamshedpur,Male,B.Sc,9,1146524
Catia BIW,Pune,Male,B.Com,21,1405866
Maths Teacher,"New Delhi, Delhi, NOIDA, Pune - Delhi",Male,B.Com,26,1630844
Data Engineer,New Delhi,Female,NA,26,1527336
"Prinicipal Data Eng, Principal Consultant",Bengaluru,Female,B.Tech/B.E.,12,904409
Cuda Developer,Bengaluru,Male,B.Sc,17,1791491
Catia BIW,Chennai,Female,B.Tech/B.E.,11,1560600
"Data Engineer, Data Engineer",Pune,Male,B.Sc,5,737081
c++,Bengaluru,Female,BCA,28,2441433
Cuda Developer,Chennai,Male,B.Sc,9,1474519
Data Engineer,Noida,Male,B.Tech/B.E.,20,1233840
Lead Product Design,Mumbai,Male,B.Tech/B.E.,26,1675169
PHP Developer,New Delhi,Male,Diploma,10,1759718
"Python,Software Development",Visakhapatnam,Female,B.Tech/B.E.,9,1826388
Cuda Developer,Mohali,Female,BCA,8,1356833
Cuda Developer,Bengaluru,Female,B.Tech/B.E.,5,2278015
Cuda Developer,Kolkata,Male,B.A,24,602398
Cuda Developer,Bengaluru,Female,B.Tech/B.E.,19,2258673
Cuda Developer,Kanpur,Male,B.Tech/B.E.,20,1953402
Cuda Developer,Bengaluru,Female,B.A,12,1841279
Cuda Developer,Gurugram,Male,B.Com,26,953751
Cuda Developer,Lucknow,Female,B.Com,6,1674327
Cuda Developer,Gurugram,Male,B.A,26,2467974
Cuda Developer,Nagpur,Male,BCA,14,2112424
Cuda Developer,Bengaluru,Female,B.Com,21,774539
Cuda Developer,Nagpur,Female,B.B.A/ B.M.S,28,733622
"Snowflake Data Engi, ETL Lead",Pune,Female,B.Tech/B.E.,7,1196184
Workday Integration,New Delhi,Male,B.Com,7,787955
Workday Integration,New Delhi,Female,B.Tech/B.E.,28,686336
Workday Integration,Mumbai,Male,B.A,22,948666
Workday Integration,Noida,Male,B.Sc,26,1739556
Workday Integration,Noida,Female,B.Tech/B.E.,21,1333391
Workday Integration,Patna,Male,B.Sc,22,1806692
Workday Integration,Bengaluru,Male,B.Com,8,2450049
Supply chain,Kurnool,Male,B.Sc,15,1171134
c++,work from home banglore - Karnataka,Male,Not Pursuing Graduation,27,929380
Data Engineer,Hyderabad,Female,B.Tech/B.E.,22,1768111
NPD interior trim design,Hyderabad,Male,B.Tech/B.E.,5,1594977
Cuda Developer,Noida,Male,B.Tech/B.E.,12,2392658
Snowflake Data Engineering,Noida,Male,B.Sc,23,1780192
Python,Noida,Male,B.Tech/B.E.,14,837603
Selenium/Python,New Delhi,Female,BJMC,6,2470214
RPA Developed Interviewer,Dehli - Delhi,Female,B.A,21,2120861
RPA Developed Interviewer,Hyderabad,Male,B.Tech/B.E.,18,506310
Python,Noida,Female,course on computer concepts,5,1533196
"UI/UX Designer+Figma,",Dhanbad,Male,BCA,6,955084
Data Engineer,New Delhi,Female,B.Des.,17,2107011
Cuda Developer,New Delhi,Female,B.A,24,1419496
Supply Chain,Bengaluru,Female,B.Com,21,721677
Supply Chain,Pune,Male,B.Com,9,1464913
PHP Developer,New Delhi,Male,BCA,15,1475949
Java with Flowable,Bengaluru,Male,B.Tech/B.E.,24,980348
PHP Developer,Ghaziabad,Male,B.Tech/B.E.,18,2415675
DI Eclipse Architect,Mohali,Female,B.Tech/B.E.,21,1370405
"Workday Integration,",Faridabad,Female,B.Tech/B.E.,15,923242
"DI Eclipse Architect,AWS Cloud Architect",New Delhi,Male,B.Tech/B.E.,8,1896868
Supply Chain,Hyderabad,Male,B.Tech/B.E.,18,2199944
RPA Developed Interviewer,New Delhi,Male,NA,16,1554792
RPA Developed Interviewer,Noida,Male,B.A,17,1510050
RPA Developed Interviewer,Chennai,Male,B.Tech/B.E.,27,2180826
"Prinicipal Data Eng, Senior Data Engineer",New Delhi,Male,B.Tech/B.E.,12,785304
Data Engineer,New Delhi,Male,B.Tech/B.E.,24,1330931
UI with angular,Dehradun,Male,B.Tech/B.E.,12,2058452
product Manager,Bengaluru,Male,B.Tech/B.E.,19,1630700
C++,Noida,Male,BCA,20,2112176
Data Engineer,New Delhi,Female,B.Sc,16,1847978
PRODUCT MANAGEMENT AND DEVELOPMENT,Kolkata,Female,B.Sc,28,2356906
Python,Erode,Male,B.Tech/B.E.,26,1907728
Product manager -AI,New Delhi,Female,B.Tech/B.E.,8,1840141
Lead Data Architect,New Delhi,Male,B.Sc,16,1070453
Snowflake technical architect,New Delhi,Male,B.Com,19,2188302
Cuda Developer,Kolkata,Female,B.Tech/B.E.,5,508400
Snowflake Data Engi,New Delhi,Female,B.Tech/B.E.,20,1400650
Supply Chain,New Delhi,Female,B.A,22,598429
"UiPath, Process Automate, Win Automation, Cicero, and AA (Automation Anywhere), C#.Net, VB.NET, Asp.net, Ajax, Visual Studio. Net, SQL server and SSIS, Web services, Ado.net, Big Bucket, VSS, TFS and SVN",Noida,Male,B.Tech/B.E.,26,1697068
"UiPath, Power Automate, SQL, Alteryx, Power Shell, Power BI, Excel (VBA), VB.NET, Python, Tableau, MS Access, DevOps",New Delhi,Male,B.Tech/B.E.,22,734428
"Automation Anywhere, Document Automation, IQ BOT and AARI, Power Automate, .Net, SQL and Python",New Delhi,Male,B.Tech/B.E.,19,575947
"C#, ASP.Net, ADO.Net,PHP, Automation Anywhere, UiPath (Trained) ,BluePrism (Knowledge), HTML, CSS, Microsoft .Net, SQL Server 2008, Microsoft Visio, Snagit and Lucid chart,visio,Jira,SericeNow",New Delhi,Male,B.Tech/B.E.,19,1369913
"UiPath, Word, Excel, Web Applications, MS SQL Server, Citrix Application, Rumba Mainframe application, Oracle Database, Tableau Desktop, .NET 2.0, Visual Studio .NET, ADO.NET",Mumbai,Female,B.A,24,547923
"Automation Anywhere, UiPath, Work Fusion, Kryon:, Soft motives, Python, Data Extraction, Azure Boards Implementation, PowerBI developer",New Delhi,Female,B.Tech/B.E.,13,1876843
"Snowflake Data Engi, Data Integration Engineer",Chennai,Female,B.A,17,2416848
"Snowflake Data Engi, Data Integration Engineer",New Delhi,Male,BCA,19,1758883
"Java with Golang, Technical Architect",Hyderabad,Male,B.Com,8,890995
"Product Manager, Manager of Product Management",Hyderabad,Female,B.Tech/B.E.,23,1927860
"Product Manager, Product Lead",Hyderabad,Male,B.Sc,9,832326
Product Manager,New Delhi,Male,B.Tech/B.E.,28,699838
Product Manager,Pune,Male,B.A,11,714087
Product Manager,Bengaluru,Male,B.Tech/B.E.,10,836030
"RPA Developer, RPA Senior Solution Architect",New Delhi,Male,B.Tech/B.E.,15,1629339
Snowflake Data Engi,Bengaluru,Male,B.Com,22,1651912
Snowflake Data Engi,New Delhi,Male,B.Sc,14,2320212
Snowflake Data Engi,Kolkata,Male,B.Com,14,1678600
Product Manager,New Delhi,Female,B.Tech/B.E.,15,2371160
Product Manager,Meerut,Male,BCA,14,1953125
"Product Manager,",New Delhi,Female,B.Sc,20,2140115
PHP Developer,Kolkata,Male,BCA,6,514782
"Product Manager, Product Owner",New Delhi,Female,B.Sc,28,2013173
c++,Pune,Male,B.Tech/B.E.,11,1600081
c++,Noida,Female,B.Sc,8,594966
"Performance Testing, Performance Test Lead,",New Delhi,Male,B.Tech/B.E.,21,1944405
Data Engineer,Bhubaneswar,Female,BCA,19,748255
Snowflake Data Engineer,New Delhi,Female,BCA,27,2463775
Data Analyst,New Delhi,NA,B.PHARMACY,18,2076047
React Native Architect,New Delhi,Male,B.Sc,22,1839420
PHP Developer,Noida,Male,B.Tech/B.E.,21,1993953
Prinicipal Data Eng,Hyderabad,Male,B.Tech/B.E.,18,1817837
Supply Chain,Chennai,Male,Diploma,12,1037615
Cuda Developer,Rudrpur - Uttarakhand,Male,B.A,6,1864438
Linux Administrator,Kolkata,Male,B.Sc,9,1997315
Supply Chain,Hyderabad,Female,B.Pharma,19,1475416
Supply Chain,Bengaluru,Female,B.Sc,20,916893
Supply Chain,Bengaluru,Male,B.Sc,9,1440020
Supply Chain,Hyderabad,Male,BCA,15,1932356
Supply Chain,Bengaluru,Male,B.B.A/ B.M.S,17,835038
C++,Noida,Male,BBM,12,1780040
Service Operations Manager,Noida,Female,B.Tech/B.E.,15,1044824
NPD Trim design,Hyderabad,Male,NA,7,1871041
